2022-02-18 11:04:26,829 - USER_ID: a3a95cd5-69e8-4403-9b06-a4349e16567b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-19 22:28:42,450 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: GET | URL: /api/documents/b745b461-e69c-483f-8809-1eec8b3b90f8 | ARGS: {'body': ['0']}
2022-02-19 22:28:42,462 - USER_ID: 82f64a37-174d-486b-8afe-0cf53160d578 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': '66e19da7-13f4-4713-ab24-d8aec7e64616'}
2022-02-19 22:28:42,471 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: POST | URL: /api/documents/b745b461-e69c-483f-8809-1eec8b3b90f8/convert | ARGS: {}
2022-02-19 22:29:09,647 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: GET | URL: /api/documents/b745b461-e69c-483f-8809-1eec8b3b90f8/previews | ARGS: {}
2022-02-19 22:29:09,669 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: GET | URL: /api/documents/2e32083d-6c15-437e-9d98-cdeaa29ebd97/previews | ARGS: {}
2022-02-19 22:29:09,704 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: GET | URL: /api/documents/2e32083d-6c15-437e-9d98-cdeaa29ebd97 | ARGS: {'body': ['0']}
2022-02-19 22:29:09,713 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-19 22:29:09,725 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-19 22:29:09,736 - USER_ID: 82f64a37-174d-486b-8afe-0cf53160d578 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '66e19da7-13f4-4713-ab24-d8aec7e64616'}
2022-02-19 22:29:09,751 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: POST | URL: /api/documents/ | 
2022-02-19 22:29:09,782 - USER_ID: 66e19da7-13f4-4713-ab24-d8aec7e64616 | METHOD: POST | URL: /api/documents/b745b461-e69c-483f-8809-1eec8b3b90f8/convert | ARGS: {}
2022-02-19 22:29:35,955 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-19 22:29:36,120 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-19 22:29:36,305 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: POST | URL: /api/documents/ | 
2022-02-19 22:29:53,237 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-19 22:29:53,254 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-19 22:29:53,280 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: GET | URL: /api/documents/66f9f689-a304-4c6f-b5e6-1a8f2073c954 | ARGS: {'body': ['0']}
2022-02-19 22:29:53,296 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: POST | URL: /api/documents/66f9f689-a304-4c6f-b5e6-1a8f2073c954/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-02-19 22:30:00,979 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '66f9f689-a304-4c6f-b5e6-1a8f2073c954'}, {'id': '0675d119-790d-41a1-8125-bc52e785cb5d'}]}
2022-02-19 22:30:26,020 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: GET | URL: /api/documents/66f9f689-a304-4c6f-b5e6-1a8f2073c954/download | ARGS: {'body': ['0']}
2022-02-19 22:30:26,068 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: GET | URL: /api/documents/66f9f689-a304-4c6f-b5e6-1a8f2073c954/download | ARGS: {'body': ['0']}
2022-02-19 22:30:26,126 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: GET | URL: /api/documents/1b3f33aa-0d99-4523-92a2-b8ae7290cf79/download | ARGS: {'body': ['0']}
2022-02-19 22:30:26,160 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-19 22:30:26,169 - USER_ID: 57044dbd-dd6d-4007-b79f-5dbd9d46bc5b | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'd89a72aa-e0f4-43fe-ad03-597cb776424c'}
2022-02-19 22:30:26,180 - USER_ID: d89a72aa-e0f4-43fe-ad03-597cb776424c | METHOD: GET | URL: /api/documents/1b3f33aa-0d99-4523-92a2-b8ae7290cf79/download | ARGS: {'body': ['0']}
2022-02-19 22:30:26,428 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-19 22:30:26,592 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-19 22:30:26,851 - USER_ID: 686825e3-81ac-47a1-8a2a-b494f61b7878 | METHOD: POST | URL: /api/documents/ | 
2022-02-19 22:30:44,324 - USER_ID: 686825e3-81ac-47a1-8a2a-b494f61b7878 | METHOD: POST | URL: /api/documents/5587fd0d-dbe8-4921-a7f2-49371c4bb7df/split | ARGS: {'pages': [1, 2, 5]}
2022-02-19 22:30:49,509 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-19 22:30:49,747 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 16:09:17,505 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 16:09:17,958 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 16:09:18,389 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 16:09:18,602 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 16:09:18,925 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 16:09:19,033 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 16:09:19,047 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-20 16:09:19,058 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: GET | URL: /api/documents/227069e2-8980-4236-b573-79496a7834da | ARGS: {'body': ['0']}
2022-02-20 16:09:19,070 - USER_ID: e86b5b25-c932-4996-bce9-553e38265366 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': '0a4e6917-f33a-4256-9bca-1bbd0974f9d9'}
2022-02-20 16:09:19,081 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: POST | URL: /api/documents/227069e2-8980-4236-b573-79496a7834da/convert | ARGS: {}
2022-02-20 16:10:22,704 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: GET | URL: /api/documents/227069e2-8980-4236-b573-79496a7834da/previews | ARGS: {}
2022-02-20 16:10:22,737 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: GET | URL: /api/documents/5b0b5e95-cd29-4023-9f4e-caec456fab2d/previews | ARGS: {}
2022-02-20 16:10:22,777 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: GET | URL: /api/documents/5b0b5e95-cd29-4023-9f4e-caec456fab2d | ARGS: {'body': ['0']}
2022-02-20 16:10:22,786 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 16:10:22,807 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-20 16:10:22,838 - USER_ID: e86b5b25-c932-4996-bce9-553e38265366 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '0a4e6917-f33a-4256-9bca-1bbd0974f9d9'}
2022-02-20 16:10:22,871 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 16:10:22,929 - USER_ID: 0a4e6917-f33a-4256-9bca-1bbd0974f9d9 | METHOD: POST | URL: /api/documents/227069e2-8980-4236-b573-79496a7834da/convert | ARGS: {}
2022-02-20 16:10:54,295 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 16:10:54,517 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 16:10:54,761 - USER_ID: ed35fabe-10aa-4daf-870f-3addfe0ee2ed | METHOD: POST | URL: /api/documents/ | 
2022-02-20 16:11:15,987 - USER_ID: ed35fabe-10aa-4daf-870f-3addfe0ee2ed | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 16:11:16,030 - USER_ID: ed35fabe-10aa-4daf-870f-3addfe0ee2ed | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-20 16:11:16,099 - USER_ID: ed35fabe-10aa-4daf-870f-3addfe0ee2ed | METHOD: GET | URL: /api/documents/477b1b7d-e96d-418b-a9b6-f04737800954 | ARGS: {'body': ['0']}
2022-02-20 16:11:16,141 - USER_ID: ed35fabe-10aa-4daf-870f-3addfe0ee2ed | METHOD: POST | URL: /api/documents/477b1b7d-e96d-418b-a9b6-f04737800954/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-02-20 16:11:25,281 - USER_ID: ed35fabe-10aa-4daf-870f-3addfe0ee2ed | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '477b1b7d-e96d-418b-a9b6-f04737800954'}, {'id': 'dc37a341-bc7f-4b77-91a2-1189b55d92d9'}]}
2022-02-20 16:11:26,044 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 16:11:26,245 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 16:11:26,499 - USER_ID: a5e826b8-4894-46dc-b4a0-169a8acf4f87 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 16:11:46,625 - USER_ID: a5e826b8-4894-46dc-b4a0-169a8acf4f87 | METHOD: POST | URL: /api/documents/5eec3a12-af35-4207-adec-229f7e2e84a8/split | ARGS: {'pages': [1, 2, 5]}
2022-02-20 16:11:52,876 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 16:11:53,069 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 16:11:53,508 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 16:11:53,690 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 16:11:53,875 - USER_ID: anonymous | METHOD: POST | URL: /api/users/register | ARGS: {'login': 'ivan', 'email': 'ivanperovsky@gmail.com', 'password': '1234'}
2022-02-20 16:11:54,054 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-20 16:11:54,275 - USER_ID: 67654bb3-1632-42dc-bec6-791db0496014 | METHOD: POST | URL: /api/users/register | ARGS: {'email': 'test@gmail.com', 'password': '12345'}
2022-02-20 16:11:54,453 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test@gmail.com', 'password': '1234'}
2022-02-20 16:11:54,683 - USER_ID: 062eca4d-a0e1-4878-8339-e5ee583062cc | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test2@gmail.com', 'password': '1234'}
2022-02-20 16:11:54,688 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan', 'password': '1234'}
2022-02-20 16:11:55,052 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 16:11:55,488 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 16:11:55,910 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-20 16:11:56,214 - USER_ID: 26f09aa9-2214-4b3b-8c69-1ed490677e10 | METHOD: POST | URL: /api/users/login_phone | ARGS: {'phone': '79312972206'}
2022-02-20 18:35:43,050 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '333'}
2022-02-20 19:43:55,794 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:43:56,256 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:43:56,726 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:43:56,922 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:43:57,238 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 19:43:57,310 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 19:43:57,323 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-20 19:43:57,333 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: GET | URL: /api/documents/728843fa-997c-4156-af57-7d3cccba3fdf | ARGS: {'body': ['0']}
2022-02-20 19:43:57,346 - USER_ID: 28da0d8a-b898-4f64-bf19-fad858e2065b | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': 'ad631a74-8475-4656-892b-4358851412f4'}
2022-02-20 19:43:57,356 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: POST | URL: /api/documents/728843fa-997c-4156-af57-7d3cccba3fdf/convert | ARGS: {}
2022-02-20 19:44:41,342 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: GET | URL: /api/documents/728843fa-997c-4156-af57-7d3cccba3fdf/previews | ARGS: {}
2022-02-20 19:44:41,359 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: GET | URL: /api/documents/e36a4414-f70e-4667-a642-02aa15de13e9/previews | ARGS: {}
2022-02-20 19:44:41,417 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: GET | URL: /api/documents/e36a4414-f70e-4667-a642-02aa15de13e9 | ARGS: {'body': ['0']}
2022-02-20 19:44:41,432 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 19:44:41,451 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-20 19:44:41,481 - USER_ID: 28da0d8a-b898-4f64-bf19-fad858e2065b | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'ad631a74-8475-4656-892b-4358851412f4'}
2022-02-20 19:44:41,512 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 19:44:41,580 - USER_ID: ad631a74-8475-4656-892b-4358851412f4 | METHOD: POST | URL: /api/documents/728843fa-997c-4156-af57-7d3cccba3fdf/convert | ARGS: {}
2022-02-20 19:45:06,569 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:45:06,815 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:45:07,117 - USER_ID: aae880ca-d2b8-4786-966e-33a9aab0bb85 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 19:45:25,824 - USER_ID: aae880ca-d2b8-4786-966e-33a9aab0bb85 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 19:45:25,839 - USER_ID: aae880ca-d2b8-4786-966e-33a9aab0bb85 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-20 19:45:25,866 - USER_ID: aae880ca-d2b8-4786-966e-33a9aab0bb85 | METHOD: GET | URL: /api/documents/c49d5845-76b6-41e7-ba6c-e5fbf4e93992 | ARGS: {'body': ['0']}
2022-02-20 19:45:25,881 - USER_ID: aae880ca-d2b8-4786-966e-33a9aab0bb85 | METHOD: POST | URL: /api/documents/c49d5845-76b6-41e7-ba6c-e5fbf4e93992/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-02-20 19:45:26,279 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:45:26,490 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:45:26,677 - USER_ID: 915ef4b7-bf89-4983-9934-2c0b5bd50e52 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 19:45:51,920 - USER_ID: 915ef4b7-bf89-4983-9934-2c0b5bd50e52 | METHOD: POST | URL: /api/documents/76c4e602-59ab-4f79-b309-138c98dd5c65/split | ARGS: {'pages': [1, 2, 5]}
2022-02-20 19:45:52,240 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:45:52,419 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:45:52,857 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:45:53,048 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:45:53,224 - USER_ID: anonymous | METHOD: POST | URL: /api/users/register | ARGS: {'login': 'ivan', 'email': 'ivanperovsky@gmail.com', 'password': '1234'}
2022-02-20 19:45:53,432 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-20 19:45:53,718 - USER_ID: 70cfeae0-09bb-40c2-aacd-75c8e50cea99 | METHOD: POST | URL: /api/users/register | ARGS: {'email': 'test@gmail.com', 'password': '12345'}
2022-02-20 19:45:54,111 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test@gmail.com', 'password': '1234'}
2022-02-20 19:45:54,382 - USER_ID: fa07c6b1-6d17-47a4-8d6b-4d962dc54e19 | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test2@gmail.com', 'password': '1234'}
2022-02-20 19:45:54,388 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan', 'password': '1234'}
2022-02-20 19:45:54,892 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:45:55,294 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:45:55,564 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-20 19:45:55,824 - USER_ID: a9da5923-9657-499c-9f5c-fe22741af131 | METHOD: POST | URL: /api/users/login_phone | ARGS: {'phone': '79312972206'}
2022-02-20 19:51:30,931 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:51:31,191 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:51:31,613 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:51:31,800 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:51:32,035 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 19:51:32,155 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 19:51:32,174 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-20 19:51:32,195 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: GET | URL: /api/documents/ab78abd5-0379-4f39-b6e0-5b02ef320a30 | ARGS: {'body': ['0']}
2022-02-20 19:51:32,214 - USER_ID: d4448ccb-e324-4223-9906-a6e589fe6699 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': 'a3aa13ac-4091-4d2e-ab6f-1d73afcb1831'}
2022-02-20 19:51:32,240 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: POST | URL: /api/documents/ab78abd5-0379-4f39-b6e0-5b02ef320a30/convert | ARGS: {}
2022-02-20 19:51:56,685 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: GET | URL: /api/documents/ab78abd5-0379-4f39-b6e0-5b02ef320a30/previews | ARGS: {}
2022-02-20 19:51:56,697 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: GET | URL: /api/documents/f4aceb15-64be-442a-be63-47eb4957b403/previews | ARGS: {}
2022-02-20 19:51:56,731 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: GET | URL: /api/documents/f4aceb15-64be-442a-be63-47eb4957b403 | ARGS: {'body': ['0']}
2022-02-20 19:51:56,741 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 19:51:56,753 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-20 19:51:56,763 - USER_ID: d4448ccb-e324-4223-9906-a6e589fe6699 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'a3aa13ac-4091-4d2e-ab6f-1d73afcb1831'}
2022-02-20 19:51:56,778 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 19:51:56,807 - USER_ID: a3aa13ac-4091-4d2e-ab6f-1d73afcb1831 | METHOD: POST | URL: /api/documents/ab78abd5-0379-4f39-b6e0-5b02ef320a30/convert | ARGS: {}
2022-02-20 19:52:20,850 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:52:21,019 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:52:21,216 - USER_ID: 697acd87-d574-40a2-a17c-53f43e456bc2 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 19:52:39,589 - USER_ID: 697acd87-d574-40a2-a17c-53f43e456bc2 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 19:52:39,604 - USER_ID: 697acd87-d574-40a2-a17c-53f43e456bc2 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-20 19:52:39,630 - USER_ID: 697acd87-d574-40a2-a17c-53f43e456bc2 | METHOD: GET | URL: /api/documents/1107ea34-e6d7-4f49-835b-36a5d6e986cb | ARGS: {'body': ['0']}
2022-02-20 19:52:39,647 - USER_ID: 697acd87-d574-40a2-a17c-53f43e456bc2 | METHOD: POST | URL: /api/documents/1107ea34-e6d7-4f49-835b-36a5d6e986cb/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-02-20 19:52:46,909 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:52:47,094 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 19:52:47,359 - USER_ID: 654a7b04-37a2-4b5c-a9a3-c1886ae64efa | METHOD: POST | URL: /api/documents/ | 
2022-02-20 19:53:05,795 - USER_ID: 654a7b04-37a2-4b5c-a9a3-c1886ae64efa | METHOD: POST | URL: /api/documents/aa473914-75a4-4d9f-9d18-9b6ae84ea360/split | ARGS: {'pages': [1, 2, 5]}
2022-02-20 19:53:12,640 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 19:53:12,819 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 20:00:38,259 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 20:00:38,602 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
